barcode,brand,product_name,size,category_1,category_2,category_3
071249118993,LOREAL PARIS COSMETICS,LOREAL BLSH STCK TBE,1 CT,COLOR COSMETICS,FACE COSMETICS,BLUSH
079400464538,SUAVE,SUAVE KIDS DETANGLING HAIR DETANGLER SPRAY RP 10 OZ - 0079400464531,10 OZ,DAILY HAIR CARE,WASH & CARE,TREATMENTS
036000307139,GOODNITES,GOODNITES SIZE EIGHT TO FOURTEEN LARGE EXTRA LARGE MEGA BOY DISPOSABLE UNDR,NULL,YOUTH PANTS,UNDERPANT,MEGA
022400625287,TRESEMME,TRESEMME MOISTURIZING HAIR CONDITIONER LIQUID DRY DAMAGED SP 32 OZ,32 OZ,DAILY HAIR CARE,WASH & CARE,REGULAR/BASIC CONDITIONERS
036000010589,U BY KOTEX,U BY KOTEX LIGHTDAYS SANITARY LINER LIGHT LNG INCR PROTECTION 129 CT,129 COUNT,FEMININE CARE,PANTILINERS,LIGHTDAYS
016000172838,WONDERWORKS,WONDERWORKS KETO CHOCOLATE - 10OZ,10 OUNCE,CEREAL,RTE CEREAL,ADULT
071249121283,LOREAL PARIS HAIR COLOR,FERIA BASE BASIC PERM DRK BLND ASH LQD,1 CT,WOMENS HAIR COLOR,BASIC PERMANENT,BASIC PERMANENT
016000466654,BETTY CROCKER,BETTY CROCKER HUGS & KISSES PEANUT BUTTER COOKIE MIX BOX 70.5 OZ - 0016000466651,70.5 OZ,BAKING,BAKING MIXES,COOKIE MIX
312843035201,PHILLIPS DIGESTIVE,PHILLIPS LIQUI-GELS ADULT LAXATIVES STOOL SOFTENERS LQGL 30 CT 30 CT RP - 1284303520,30 CT,HEALTH & WELLNESS,TOTAL DIGESTIVE HEALTH,ADULT LAXATIVES
071641048089,SHARPIE,1809199 ASSORTED CHISEL TIP HIGHLIGHTER 5-PK,5 CT,WRITING INSTRUMENTS,HIGHLIGHTERS,HIGHLIGHTERS
036000478518,HUGGIES,HUGGIES ONE AND DONE PREMOISTENED BABY WIPE BAG FOUR PHNX FOUR MIT FOUR PRB,56 COUNT,TOTAL WIPES,BABY WIPES,BUNDLED
041554490817,MAYBELLINE,MAYBELLINE SHINY LICIOUS STP LP GLS LQD TBE,1 CT,COLOR COSMETICS,LIP,LIP GLOSS
071249290460,LOREAL PARIS COSMETICS,LOREAL PARIS ALWAYS ALMOND, ,COLOR COSMETICS,LIP,LIPSTICK
043551022022,PROTECTIVE INDUSTRIAL PRODUCTS,"PROTECTIVE INDUSTRIAL PRODUCTS PALM GLOVES LARGE WHITE, 1 PR",NULL,HOME HEALTH CARE,AIDES FOR DAILY LIVG,AIDES FOR DAILY LIVING
016000140240,CHEERIOS,MAPLE CHEERIOS RTE CEREAL - MEDIUM SIZE,1 PACK,CEREAL,RTE CEREAL,FAMILY
028400179744,LAYS,LAY'S POTATO CHIP CAJUN SPICE BAG 7.75 OZ 1 CT,7.75 OZ,FLNA,SALTY SNACKS,POTATO CHIPS
041554560152,MAYBELLINE,MAYBELLINE NEW YORK MULTI USE FOUNDATION STICK WARM COCONUT,0.25 OZ,COLOR COSMETICS,FACE COSMETICS,FOUNDATION
840243123810,BLUE BUFFALO,"BLUE WILDERNESS GRAIN-FREE DENALI DINNER WITH WILD SALMON, VENISON & HALIBUT NATURAL FOOD FOR CATS",10 LBS,PET FOOD,CAT FOOD,DRY CAT FOOD
800897004507,NYX PROFESSIONAL MAKEUP,LIFT N SNATCH BROW TINT PEN TAUPE,0.03 OZ,COLOR COSMETICS,EYE,EYEBROW
028400329453,CHEETOS,CHEETOS CRUNCHY CHEESE FLAVORED SNACKS 3.25 OZ 1 CT,3.25 OZ,FLNA,SALTY SNACKS,CURLS AND PUFFS
050428417195,CVS,REGULAR UNSCENTED PANTILINERS,NULL,FEMININE CARE,LINERS,REGULAR ULTRA THIN
028400591515,DORITOS,DORITOS TORTILLA CHIP  CHILI CHEESE NACHO 11.5 OZ 1 CT,11.5 OZ,FLNA,SALTY SNACKS,TORTILLA CHIPS
018000119387,PILLSBURY,PILLSBURY RTB COOKIES CTC 12 CT 14 OZ,12 PACK,BAKING,COOKIES / BROWNIES,READY TO BAKE
048121229047,THOMAS,THOMAS SWIRL CINNAMON RAISIN BREAD TWIN PACK 32 OZ,NULL,BREAKFAST,THOMAS SWIRL BREAD,SWIRL BREAD
911111546083,MCDONALDS,SAUSAGE EGG & CHEESE BISCUIT - MEAL, ,ENTREE,COMBO_PLATES,SANDWICH_SAUSAGE_EGG_CHEESE_BISCUIT_MEAL
071249361313,LOREAL PARIS COSMETICS,+LIPMT SS LPGLS PTBBX N/AV OZ,1 CT,COLOR COSMETICS,LIP,LIP GLOSS
050428516706,CVS,PURE COTTON TAMPONS,NULL,FEMININE CARE,TAMPON,TAMPON REGULAR
080196731599,MEDLINE,"MEDLINE ALOETOUCH POWDER-FREE NITRILE EXAM GLOVES GREEN, 100CT, X-LARGE",NULL,HOME HEALTH CARE,AIDES FOR DAILY LIVG,AIDES FOR DAILY LIVING
034100737467,OLDE ENGLISH 800,OLDE ENGLISH 800 12 PACK 24OZ AL CAN,24 OZ,BEER,MALT LIQUOR,12PK 24OZ AL CAN
800897081218,NYX PROFESSIONAL MAKEUP,NYX AWAY WE GLOW HGHLGHTRS LQD TBE,1 CT,COLOR COSMETICS,FACE COSMETICS,BRONZER /  HIGHLIGHTER / CONTOUR
016000439566,NATURE VALLEY,NATURE VALLEY SWEET & SPICY CHILI DK CHOCOLATE GRANOLA BAR - 6 COUNT,6 PACK,SNACK BARS,CEREAL/GRANOLA BARS,CHEWY GRANOLA BAR
818094004930,ROCKSTAR,ROCKSTAR XDURANCE ENERGY DRINK VARIETY PACK 16 OZ 12 CT,16 OZ,LRB,ENERGY DRINKS,CSD
041100803191,CLARITIN,"CLARITIN D PSE ADLT PSE AH TABS/CAPS LRT, PSEUDOEPHED 30 CT RP 30 CT - 4110080319",30 CT,HEALTH & WELLNESS,UPPER RESPIRATORY,ADULT ALLERGY
016000348837,NATURE VALLEY,NATURE VALLEY SS XL CHWY GRAN BARS PNT 15CT SLV SUS,15 PACK,SNACK BARS,WHOLESOME SNACKS,CHEWY SNACK BAR
075486022655,HAWAIIAN TROPIC,HAWAIIAN TROPIC CONTINUOUS SPRAY ROYAL TANNING BLEND,NULL,BEAUTY,SKIN CARE,SUN & TANNING
013562122479,ANNIES HOMEGROWN GROCERY,AH ORG FRNDS CHDR BUNS CC BARS 30CT MGPK,42 PACK,SNACKS,NATURAL/ ORGANIC,FRUIT SHAPES
079400490896,SUAVE,SUAVE BAMBOO & JASMINE,13.5 OZ,PERSONAL WASH,LIQUID HAND SOAP,LIQUID HAND SOAP
800897835286,NYX PROFESSIONAL MAKEUP,NYX HIGH DEFINITION BLUSH BLSH PRSSD PWDR COMPACT,1 CT,COLOR COSMETICS,FACE COSMETICS,BLUSH
077567674395,BREYERS,BREYERS FROZEN VANILLA PBTR NON DAIRY DESSERT 48 OZ - 0077567674391,48 OZ,PACKAGED ICE CREAM,NON DAIRY BASED,ALMOND
271550308681,VENDANGE BOX,VENDANGE PINOT GRIGIO CALIFORNIA 1 CT .5  - 2715503086841,500 ML,WHITE WINE,TABLE,PINOT GRIGIO/PINOT GRIS
012000573316,MOUNTAIN DEW,MTN DEW DISTORTION 20 OZ 1 CT,20 OZ,LRB,CSD,CSD
036000364477,HUGGIES,HUGGIES DISPOSABLE DIAPER 100 COUNT,NULL,DIAPERS,AB,GIANT
052000042009,GATORADE,GATORADE THIRST QUENCHER LEMON LIME 20 OZ 12 CT,12 OZ,LRB,SPORTS DRINK,NCB
070470003146,YOPLAIT,"YOPLAIT LOW-FAT ORIG YOGURT - RASPBERRY LEMON,  6OZ",1 PACK,YOGURT,REFRIGERATED YOGURT,TRD SNGL SRV & MPK
071249384664,LOREAL PARIS COSMETICS,LOREAL PARIS INFALLIBLE HOUR FRESH WEAR FOUNDATION LIGHTWEIGHT SIENNA,1 CT,COLOR COSMETICS,FACE COSMETICS,FOUNDATION
305210691001,VASELINE,VASELINE PETROLEUM JELLY PLASTIC JAR RP 13 OZ - 0305210691002,13 OZ,BODY CARE,PETROLEUM JELLY,PETROLEUM JELLY
028400024167,FRITO LAY,ALL FRITO LAY PRODUCTS ASTSS SALTED SNACKS ASSORTED BAG IN BOX 36 OZ,NULL,FLNA,SALTY SNACKS,VARIETY MULTIPACK
063976773460,BROOKLYN BEAN ROASTERY,"BROOKLYN BEAN ROASTERY MEDIUM ROAST SINGLE SERVE COFFEE CUPS COLOMBIAN, 6 PACKS OF 12CT (TOTAL 72CT)",NULL,GROCERY,BEVERAGES,COFFEE & TEA
095008041834,ESSIE,ESSIE NAIL POLISH SUMMER COLLECTION BURNT RED SPICE IT UP,1 CT,NAIL,NAIL,ENAMEL
052000010121,GATORADE ENHANCED,GATORADE PROTEIN BAR CHOCOLATE PEANUT BUTTER 2.8 OZ 1 CT,2.8 OZ,FLNA,ENGINEERED NUTRITION,PROTEIN BAR
615908422245,TIGI,TIGI BED HEAD OH BEE HIVE MATTE DRY SHAMPOO SPRAY CAN RP 5 OZ - 0615908422241,5 OZ,DAILY HAIR CARE,WASH & CARE,DRY SHAMPOO
050428071816,CVS,"CVS AFTERSUN ALOE VERA MOISTURIZING GEL, 6 OZ",NULL,SUNCARE,AFTR SUN/BRN GEL/CLR,AFTER SUN/BURN
076808004281,BARILLA,ACADEMIA BARILLA PASTA OTHER STYLES 1 LB,1 LB,DRY PASTA,GRAIN,OTHER STYLES
804325001700,JAMESON,JAMESON LIQUOR,0.75 L,TOTAL SPIRITS,WHISKEY,IRISH
034100498740,LEINENKUGELS,LEINENKUGELS 12 PACK 12OZ GL BTL,12 OZ,BEER,CRAFT,12PK 12OZ GL BTL
036000509489,HUGGIES,HUGGIES NWBR SKN CR ESNT KIT DISPOSABLE DIAPERS UP TO 10 PND PREMOISTENED WIPE PRBN FR HYPL 156 CT,NULL,DIAPERS,POME,NOT APPLICABLE
071990300302,COORS LIGHT,COORS LIGHT 30 PACK 12OZ AL CAN,12 OZ,BEER,PREMIUM LIGHT,30PK 12OZ AL CAN
011111167476,AXE,AXE EXCITE GEL SOAP BOX SP 36 OZ,36 OZ,PERSONAL WASH,BODY WASH,BODY WASH X ACNE
050428276440,CVS,BIOTIN 5000 MCG DIETARY SUPPLEMENT,NULL,VITAMINS AND SUPPLEMENTS,VITAMINS,MULTIVITAMIN
035000745446,COLGATE TOOTHPASTE,"COLGATE, TOTAL, ADVANCED WHITENING TOOTHPASTE",5.8 OZ,TOOTHPASTE,MULTI BENEFIT,BASE
048500201329,STARBUCKS,STARBUCKS ICED ESPRESSO BEVERAGE CAFFE MOCHA FLAVORED BOTTLE 40 OZ 1 CT,40 OZ,LRB,RTD COFFEE,NCB
016000477391,FIBER ONE,FIBER ONE KEY LIME CHEESECAKE BAR - 20 COUNT,20 PACK,SNACK BARS,NUTRITIONAL BAR,ADULT TARGETED HEALTH
018000120338,PILLSBURY,PB COOKIE DOUGH BITES PB CHOC CHIP,7 OUNCE,SNACKS,REFRIGERATED SNACKS,EDIBLE COOKIE DOUGH
036000509106,POISE,POISE ADULT PAD MODERATE BAG 72 COUNT,72 COUNT,ADULT INCONTINENCE,ADULT PAD,LIGHT END
052000050288,GATORADE,GATORADE G ZERO LIME CUCUMBER ELECTROLYTE ENHANCED 28 OZ 1 CT,28 OZ,LRB,SPORTS DRINK,NCB
079400422248,SUAVE,SUAVE PROFESSIONALS SEA MINERAL INFUSION REGULAR SKIN MOISTURIZER LOTION REPLENISHING RP 10 OZ,10 OZ,BODY CARE,HAND AND BODY LOTION,THERAPY
085355300319,GALILEE TISANES,"GALILEE TISANES CAFFEINE-FREE HERBAL TEA BAGS MORINGA, 6 PACKS OF 100CT (TOTAL 600CT)",NULL,GROCERY,CANNED COFFEE,COFFEE & TEA
036000446562,HUGGIES,HUGGIES LITTLE MOVERS SIZE FOUR DISPOSABLE DIAPER PNT BOX DISNEY TRADEMARK M,NULL,DIAPERS,AB,GIANT
076808005448,BARILLA,BARILLA PASTA AND PIZZA SAUCE TRADITIONAL PESTO 6.3 OZ,6.3 OZ,SAUCE,NON ORGANIC SAUCE,PESTO
041554431520,MAYBELLINE,MBLNE CLR SNSTNL ORIGINAL STP LP CLR STCK SATIN TBE,1 CT,COLOR COSMETICS,LIP,LIPSTICK
011111026025,DOVE,DOVE SHEA BUTTER HAND WASH 13.5 OZ,13.5 OZ,PERSONAL WASH,HANDWASH,HANDWASH
079400443373,DOVE,DOVE ADVANCED HAIR SERIES QUENCH ABSOLUTE RESTORING HAIR TREATMENT MASK CURLY COARSE RP 6.7 OZ,7 OZ,DAILY HAIR CARE,WASH & CARE,MASK/DEEP TREATMENT
071249205891,LOREAL PARIS COSMETICS,+LOCRG SS LPGLS PSQTB N/AV OZ,1 CT,COLOR COSMETICS,LIP,LIP GLOSS
036000517538,U BY KOTEX,U BY KOTEX TEEN SANITARY PAD OVERNIGHT PROTECTION BOX 12 COUNT,12 COUNT,FEMININE CARE,PADS,OVERNIGHT/SZ 4
050400107366,RAINBO,RAINBO WHITE BREAD,24 OZ,MAINSTREAM,OTHER BREAD,BREAD
030000029138,CRACKER JACK,CRACKER JACK RTE POPCORN ORIGINAL CARAML PNTS BAG 8.5 OZ,NULL,FLNA,SALTY SNACKS,RTE POPCORN
012000030659,PEPSI,PEPSI NFL KICKOFF SODA LEMON COLA PLASTIC BOTTLE 20 OZ 1 CT,20 OZ,LRB,CSD,CSD
070870001087,TOWN TALK,TOWN TALK WHITE BREAD,20 OZ,MAINSTREAM,OTHER BREAD,BREAD
050428590171,CVS,MELATONIN GUMMIES DIETARY SUPPLEMENT,60 ,VITAMINS AND SUPPLEMENTS,SUPPLEMENTS,SLEEP AID SUPPLEMENT
012000130328,MOUNTAIN DEW,MTN DEW BAJA BLAST SODA TROPICAL LIME DEW CAN 12 OZ 1 CT,12 OZ,LRB,CSD,CSD
03465714,MILWAUKEES BEST,MILWAUKEES BEST LITE 4 PACK 16OZ AL CAN,16 OZ,BEER,ECONOMY,4PK 16OZ AL CAN
800897190484,NYX PROFESSIONAL MAKEUP,BORN TO GLOW NTRLY RDNT FND GOLDEN,1.01 OZ,COLOR COSMETICS,FACE COSMETICS,FOUNDATION
012000163692,PURE LEAF,PURE LEAF TEA HOUSE COLLECTION ORGANIC ICED TEA SICILIAN LEMON & HONEYSUCKLE 14 OZ 8 CT,14 OZ,LRB,RTD TEA,NCB
025866593527,ALEVE,ALEVE HEADACHE PAIN NAPROXEN SODIUM TABLETS - 50 COUNT,50 CT,HEALTH & WELLNESS,ANALGESICS,NON-ASPIRIN
019200813440,LYSOL,AUTOMATIC SPRAY REFILL,6.17 OZ,HOUSEHOLD CLEANING SUPPLIES,DISINFECTANT,DISINFECTANT SPRAY
071249313022,LOREAL PARIS COSMETICS,LOREAL PARIS EYE SHADOW AVENUE,3 G,COLOR COSMETICS,EYE,EYE SHADOW
065338054927,LOREAL PARIS HAIR COLOR,LOREAL PARIS FADE DEFYING SHINE PERMANENT HAIR COLOR KIT,1 CT,WOMENS HAIR COLOR,BASIC PERMANENT,BASIC PERMANENT
072030019505,ENTENMANNS,ENTENMANNS CHOCOLATE CHIP ICED CAKE 19 OZ,NULL,BAKED GOODS,ENTENMANNS HERITAGE,CAKES
041554408270,MAYBELLINE,MBLNE INST AGE RWND THE LIFTER FNDTNS LQD BOTTLE PUMP,1 CT,COLOR COSMETICS,FACE COSMETICS,FOUNDATION
071641311015,SHARPIE,31101PP BLACK FINE TIP PERMANENT MARKER,1 CT,WRITING INSTRUMENTS,MARKERS,FABRIC MARKERS
079400832900,SUAVE,SUAVE NATURALS CONDITIONING HAIR CONDITIONER LIQUID ALL TYPE RP 22.5 OZ,23 OZ,DAILY HAIR CARE,WASH & CARE,REGULAR/BASIC CONDITIONERS
077567132253,MAGNUM,MAGNUM FROZEN ICE CREAM NOVELTY VANILLA 3 CT 10.14 OZ - 0077567132251, ,FROZEN NOVELTIES,CREAM BASED,ICE CREAM
021908115986,LARABAR,"LARABAR - PEANUT BUTTER CHOCOLATE CHIP, 18 COUNT",18 PACK,SNACK BARS,NUTRITIONAL BAR,HEALTH BARS
079400455956,SUAVE,SUAVE PROFESSIONALS HAIR CONDITIONER MSTR MSTR LIQUID ASRTD BOTTLE 18 FL OZ,18 OZ,DAILY HAIR CARE,WASH & CARE,WASH & CARE
012000183683,MOUNTAIN DEW,MTN DEW LIBERTY BREW SODA CHERRY BERRY NEON CAN IN FRIDGE PCK BX 12 OZ 12 CT,12 OZ,LRB,CSD,CSD
028400000260,LAYS,LAY'S DIP FRENCH ONION 8.5 OZ 1 CT,8.5 OZ,FLNA,DIPS,SS DIPS
041554472646,MAYBELLINE,MBLNE FOREVER METALLICS STP LP CLR STCK TBE,1 CT,COLOR COSMETICS,LIP,LIPSTICK
764302230151,SHEA MOISTURE,SHEA MOISTURE TAHITIAN NONI AND MONOI SKIN MOISTURIZER DRY OIL SPRAY SOOTHES AND REPAIRS RP 4 OZ,4 OZ,BODY CARE,HAND AND BODY LOTION,EVERYDAY MOISTURIZATION
074323037937,MARINELA,"MARINELA SUAVICREMAS CHOCOLATE SINGLE SERVE, 20 COUNT",NULL,BAKED GOODS,MARINELA,COOKIES
800897104733,NYX PROFESSIONAL MAKEUP,NYX BUILDEM UP EYE BRW PWDR,1 CT,COLOR COSMETICS,EYE,EYEBROW
071249172049,LOREAL PARIS HAIR COLOR,EXCELLENCE TO GO BASIC PERM DRKST BRWN NTRL CREME FR GDS,1 CT,WOMENS HAIR COLOR,BASIC PERMANENT,BASIC PERMANENT
040822020114,SABRA,SABRA HUMMUS BASIL PESTO 10 OZ 1 CT,10 OZ,FLNA,DIPS,HUMMUS
911113128768,KFC, FLAVOR WINGS (24), ,ENTREE,WINGS_DISH,WINGS_TRADITIONAL
305210206779,VASELINE,VASELINE LIP THR BLM JAR ON CRD ORGN 0.25 OZ, OZ,SELECT LIP CARE,SELECT LIP CARE,SELECT LIP CARE
603084459148,GARNIER HAIR COLOR,GRNR CLR SNSTS BASIC PERM LGHT BLND NTRL CREME,1 CT,WOMENS HAIR COLOR,BASIC PERMANENT,BASIC PERMANENT
305210041837,VASELINE,VASELINE INTENSIVE CARE REGULAR SKIN MOISTURIZER LOTION MOISTURIZING RP 3.4 OZ - 0305210041831,3 OZ,BODY CARE,HAND AND BODY LOTION,HBL+ AQUAPHOR/PL SEGMENT
023991000224,TRIPLE LEAF TEA,"TRIPLE LEAF TEA ROSE BLACK TEA BAGS, CASE (6PK OF 20CT/TOTAL 120CT)",1 OZ,PACKAGED TEA,BLACK,TEA BAG
090174473847,TIGI,TIGI CATWALK VOLUME COLLECTION YOUR HIGHNESS HAIR SPRAY AEROSOL SPRAY VOLUMIZING RP 2.3 OZ,2 OZ,DAILY HAIR CARE,STYLING,AEROSOL
016000151031,GENERAL MILLS CEREAL,DRUMSTICK RTE CEREAL - 17.5OZ,1 PACK,CEREAL,RTE CEREAL,KID
041554217971,MAYBELLINE,MAYBELLINE THE FALSIES WASHABLE MASCARA MAKEUP BROWNISH BLACK,1 CT,COLOR COSMETICS,EYE,MASCARA
071249349038,LOREAL PARIS COSMETICS,LOREAL PARIS PRO SWEEP AND LOCK TRANSLUCENT SETTING POWDER TRANSLUCENT,0.28000000000000003 OZ,COLOR COSMETICS,FACE COSMETICS,FACE POWDER
036000484427,DEPEND,DEPEND FIT-FLEX ADULT UNDERWEAR MAXIMUM ABSORBENCY EXTRA LARGE BOX 38 COUNT,38 COUNT,ADULT INCONTINENCE,ADULT UNDERWEAR,HEAVY END
036000103687,PULL-UPS,PULL-UPS DISPOSABLE TRAINING PANT 58 COUNT,SM/MD,TRAINING PANTS,TRAINING PANTS,BIG
036000406696,HUGGIES,HUGGIES DISPOSABLE DIAPER 28 COUNT,NULL,DIAPERS,AB,JUMBO
028400219181,CHEETOS,CHEETOS REGULAR 28.8 OZ 1 CT,28.8 OZ,FLNA,SALTY SNACKS,CURLS AND PUFFS
800897006501,NYX PROFESSIONAL MAKEUP,NYX PROFESSIONAL MAKEUP CREAM LIPSTICK GWP PIN UP POUT LPSTK BOMBSHELL,1 CT,COLOR COSMETICS,LIP,LIPSTICK
041554288452,MAYBELLINE,MAYBELLINE THE ROCKET WATERPROOF MASCARA VERY BLACK,0.3 OZ,COLOR COSMETICS,EYE,MASCARA
041554025316,MAYBELLINE,MAYBELLINE DEFINE A BROW DARK BLONDE EYEBROW PENCIL,NULL,COLOR COSMETICS,EYE,EYEBROW
080432116326,ALTOS,OLMECA ALTOS SPCBRY 80 6/750US,750  ML,TOTAL SPIRITS,TEQUILA,PREMIUM
884486224811,ESSIE,ESSIE ES PRO CLR APRES CHIC,1 CT,NAIL,NAIL,ENAMEL
080432100462,SEAGRAMS GIN,SEAGRAMS VODKA PLATINUM SELECT LIQUOR,1.75 L,TOTAL SPIRITS,VODKA,NON FLAVORED
024100113972,CHEEZ-IT,"CHEEZ-IT GROOVES SHARP WHITE CHEDDAR CHEESE CRACKERS, 6 OZ",6 OZ,COOKIES AND CRACKERS,CRACKER CHIP,CHEESE CRACKER
072030002712,ENTENMANNS,ENTENMANNS CHEESE FILLED CRUMB COFFEE CAKE 16 OZ,NULL,BAKED GOODS,ENTENMANNS HERITAGE,CAKES
052000328677,GATORADE,GATORADE PERFORM FRUIT PUNCH THIRST QUENCHER PLASTIC BOTTLE 20 OZ 1 CT,20 OZ,LRB,SPORTS DRINK,NCB
764302263029,SHEA MOISTURE,SHEA MOISTURE REGULAR HAIR CONDITIONER LIQUID RP 13 OZ - 0764302263021,13 OZ,DAILY HAIR CARE,WASH & CARE,CONDITIONER X DRY
325866547149,ALEVE,ALEVE NON-ASPIRIN NAPROXEN SODIUM GNRL CPLT 150 CT CF 174 CT,174 CT,HEALTH & WELLNESS,ANALGESICS,NON-ASPIRIN
705599013805,KODIAK CAKES,KODIAK CAKES POWER CAKES BLUEBERRY FLAPJACK & WAFFLE MIX - 18OZ,18 OZ,GROCERY,BAKING,PANCAKE & WAFFLE MIX
818094000802,ROCKSTAR,ROCKSTAR JUICED ENERY JUICE TROPICAL GUAVA 16 OZ 1 CT,16 OZ,LRB,ENERGY DRINKS,CSD
079400560100,DOVE,DOVE DAMAGE THERAPY BODY & LIFT MOUSSE FOAM REGULAR HAIR STYLING PRODUCT RP 7 OZ,7 OZ,DAILY HAIR CARE,STYLING,MOUSSE
2700714447464,PONDS,PONDS CREAM FACIAL MOISTURIZER DRY PLASTIC JAR RP 6.5 OZ - 2700714447462, OZ,FACE,FACIAL MOISTURIZERS INCL ANTI AGE / SERUMS,FACIAL MOISTURIZERS INCL ANTI AGE / SERUMS
016000147492,CHEX MIX,CHEX MIX SNACK MIX UNFLAVORED 2.5 OUNCE,NULL,SNACKS,SALTY SNACKS,SNACK MIX
071641846302,SHARPIE,84630EA RAIN SHOWER FINE TIP PERMANENT MARKER,1 CT,WRITING INSTRUMENTS,MARKERS,PERMANENT MARKERS
062338851204,AIR WICK,AIR WCK VNL INDL WHT RND 30 HR GLS HLDR CNDL BOX 1 CT 006233885120,1 CT,AIR CARE,BURNING,BURNING
012000162909,PURE LEAF,PURE LEAF GREEN TEA PREPARED ICED TEA PLSWRPPLSBTLINCRDT#1 18.5 OZ 12 CT,18.5 OZ,LRB,RTD TEA,NCB
071641251748,SHARPIE,2039617 ASSORTED CHISEL TIP HIGHLIGHTER 4-PK,4 CT,WRITING INSTRUMENTS,HIGHLIGHTERS,HIGHLIGHTERS
016000499256,LUCKY CHARMS,CINNAMON VANILLALUCKY CHARMS RTE CEREAL - MEDIUM SIZE,1 PACK,CEREAL,RTE CEREAL,KID
012000183652,MOUNTAIN DEW,MTN DEW DEW S A SODA CHERRY RASPBRRY CTRS PLASTIC BOTTLE 20 OZ 1 CT,20 OZ,LRB,CSD,CSD
8712561646024,DOVE,DOVE PURELY PAMPERING PISTACHIO CREAM BODY WASH,25.3 OZ,PERSONAL WASH,BODY WASH,BODY WASH X ACNE
022400623733,TRESEMME,TRESEMME 24 HOUR BODY HEALTHY VOLUME VOLUMIZING HAIR CONDITIONER LIQUID SP 32 OZ - 0022400623733,32 OZ,DAILY HAIR CARE,WASH & CARE,CONDITIONER X DRY
041271025910,INTERNATIONAL DELIGHT,"INTERNATIONAL DELIGHT CREAMER SINGLES HAZELNUT 10.48 OZ, 6 PACKS",16 OZ,CREAMS AND NON DAIRY CREAMER,LIQUID COFFEE CREAMER,HAZELNUT
028400296991,DORITOS,DORITOS TORTILLA CHIP ULTIMATE CHEDDAR 9.75 OZ 1 CT,9.75 OZ,FLNA,SALTY SNACKS,TORTILLA CHIPS
036000340976,KLEENEX,KLEENEX RCH IN WRP FACIAL TISSUE 3 PLY 12PK 10 CT,10 COUNT,FACIAL TISSUE,FACIAL TISSUE PREMIUM,BUNDLED
028400445498,RUFFLES,RUFFLES POTATO CHIP BAKED CHEDDAR AND SOUR CREAM FLAVORED 0.8 OZ 1 CT,0.8 OZ,FLNA,SALTY SNACKS,POTATO CHIPS
071249414491,LOREAL PARIS COSMETICS,LOREAL PARIS VOLUMINOUS ORIGINAL MASCARA AND LASH CARING KIT KIT,1 CT,COLOR COSMETICS,EYE,MASCARA
036000330595,KLEENEX,KLEENEX POP UP ALOE LOTION RECTANGLE BOX FACIAL TISSUE 3 PLY 6PK 70 CT,70 COUNT,FACIAL TISSUE,FACIAL TISSUE PREMIUM,BUNDLED
305212352009,VASELINE,VASELINE PETROLEUM JELLY PLASTIC JAR FAMILY RP 7.5 OZ - 0305212352002,7 OZ,BODY CARE,PETROLEUM JELLY,PETROLEUM JELLY
071249053003,LOREAL PARIS COSMETICS,LOREAL AIR WEAR FNDTNS LQD BTL,1 CT,COLOR COSMETICS,FACE COSMETICS,FOUNDATION
046100302774,SARGENTO,SARGENTO SNACK BITES 3 SHRB BGS NATURAL JACK SAVORY GARLIC HERB STICK COLBY PEPPER YELLOW CHEDDAR NATURAL 18 OZ,18 OZ,ENTERTAINING CHEESE,ENTERTAINING CHEESE,MUENSTER
012000181184,STARBUCKS,STARBUCKS CHILLED ESPRESSO BEVERAGE PEPPERMINT MOCHA  BOTTLES 14 OZ 8 CT,14 OZ,LRB,RTD COFFEE,NCB
070470181646,YOPLAIT,YOP ORIG LF YGRT HARVEST PEACH 4CT,4 PACK,YOGURT,REFRIGERATED YOGURT,TRD SNGL SRV & MPK
062338007007,AIR WICK,AIR WICK SCENTED OIL LVND CHMM PLUG IN REFILL CRDD 1 CT 006233800700,1 CT,AIR CARE,LIQUID ELECTRICALS,LIQUID ELECTRICALS
016000277922,BETTY CROCKER,BETTY CROCKER GF CAKE MX DEVILS FOOD,NULL,BAKING,BAKING MIXES,CAKE MIX
085000046043,BELLA SERA,BELLA SERA MERLOT ITALY 4 CT .748  - 0085000046041,187 ML,RED WINE,TABLE,MERLOT
041100006707,COPPERTONE,"COPPERTONE SPORT CONTINUOUS SUNSCREEN SPRAY BROAD SPECTRUM, SPF 15, 5.5 OZ",NULL,SUNCARE,SPORT SPF 15-29,SPORT
036000168846,HUGGIES,HUGGIES PREMOISTENED BABY WIPE BAG 168 COUNT X3,168 COUNT,TOTAL WIPES,BABY WIPES,BUNDLED
041554541526,MAYBELLINE,MAYBELLINE NEW YORK FULL COVERAGEGE UP TO H FOUNDATION WARM COCONUT,1 OZ,COLOR COSMETICS,FACE COSMETICS,FOUNDATION
079400588524,SUAVE,SUAVE ESSENTIALS REGULAR SHAMPOO LIQUID PLASTIC BOTTLE RP 30 OZ - 0079400588521,30 OZ,DAILY HAIR CARE,WASH & CARE,SHAMPOO X DRY
800897096267,NYX PROFESSIONAL MAKEUP,NYX LID LINGERIE EYE SHDW LQD/CRM MATTE,1 CT,COLOR COSMETICS,EYE,EYE SHADOW
